,Company Name,Job Title,Salaries Reported,Location,Salary
3309,GGK Tech,Data Engineer,4,Hyderabad,903446
3310,GATHI ANALYTICS,Data Engineer,3,Hyderabad,954842
3311,LTI,Data Engineer,3,Hyderabad,500000
3312,Novartis,Data Engineer,3,Hyderabad,716215
3313,Wipro Technologies,Data Engineer,3,Hyderabad,847539
3314,Dun & Bradstreet,Data Engineer,3,Hyderabad,1108068
3315,Virtusa,Data Engineer,3,Hyderabad,1208801
3316,Deloitte,Data Engineer,3,Hyderabad,699220
3317,Innominds Software,Data Engineer,3,Hyderabad,1221714
3318,RoundSqr,Data Engineer,3,Hyderabad,618995
3319,ADP,Data Engineer,3,Hyderabad,1067026
3320,Fanatics,Data Engineer,3,Hyderabad,1917053
3321,Optum,Data Engineer,3,Hyderabad,880575
3322,SureIT Solutions,Data Engineer,2,Hyderabad,1017343
3323,Micron Technology,Data Engineer,2,Hyderabad,1124024
3324,Nisum,Data Engineer,2,Hyderabad,1642294
3325,ACS Solutions,Data Engineer,2,Hyderabad,1156731
3326,Nones,Data Engineer,2,Hyderabad,862368
3327,Infor,Data Engineer,2,Hyderabad,844116
3328,Wipro,Data Engineer,2,Hyderabad,1346904
3329,J.P. Morgan,Data Engineer,2,Hyderabad,1084680
3330,S&P Global,Data Engineer,2,Hyderabad,1139800
3331,HSBC Software Development India,Data Engineer,2,Hyderabad,794110
3332,TTEC,Data Engineer,2,Hyderabad,1251502
3333,MarketLinc,Data Engineer,2,Hyderabad,2658491
3334,Genpact,Data Engineer,2,Hyderabad,416229
3335,Mindtree,Data Engineer,2,Hyderabad,353684
3336,Attra,Data Engineer,2,Hyderabad,739714
3337,Optum Global Solutions,Data Engineer,2,Hyderabad,791133
3338,HCL Technologies,Data Engineer,2,Hyderabad,95593
3339,Tech Mahindra,Data Engineer,2,Hyderabad,1115124
3340,MAQ Software,Data Engineer,2,Hyderabad,342948
3341,Predera,Data Engineer,2,Hyderabad,413740
3342,HealthPointe Solutions,Data Engineer,2,Hyderabad,872461
3343,Art IT,Data Engineer,1,Hyderabad,624717
3344,IKEA,Data Engineer,1,Hyderabad,250000
3345,Larsen & Toubro,Data Engineer,1,Hyderabad,821904
3346,Jotter,Data Engineer,1,Hyderabad,322465
3347,Activa (CA),Data Engineer,1,Hyderabad,1490685
3348,Reputation,Data Engineer,1,Hyderabad,523814
3349,People Tech Group,Data Engineer,1,Hyderabad,1018095
3350,5x,Data Engineer,1,Hyderabad,450000
3351,Electronic Arts,Data Engineer,1,Hyderabad,515940
3352,IBM,Data Engineer,1,Hyderabad,564654
3353,Birlasoft,Data Engineer,1,Hyderabad,293208
3354,Mu Sigma,Data Engineer,1,Hyderabad,1004884
3355,Alliance Healthcare,Data Engineer,1,Hyderabad,300000
3356,RAACOM Infosystems,Data Engineer,1,Hyderabad,564654
3357,BA Continuum India,Data Engineer,1,Hyderabad,821904
3358,BookMeds,Data Engineer,1,Hyderabad,406548
3359,PurpleTalk,Data Engineer,1,Hyderabad,517986
3360,ACD Communications,Data Engineer,1,Hyderabad,866307
3361,Techolution,Data Engineer,1,Hyderabad,193476
3362,DXC Technology,Data Engineer,1,Hyderabad,1317316
3363,Wehner Multifamily,Data Engineer,1,Hyderabad,326400
3364,Google Summer of Code,Data Engineer,1,Hyderabad,104824
3365,archents,Data Engineer,1,Hyderabad,187416
3366,Wall & Associates,Data Engineer,1,Hyderabad,650484
3367,DU,Data Engineer,1,Hyderabad,240000
3368,Xyenta,Data Engineer,1,Hyderabad,302200
3369,FTD,Data Engineer,1,Hyderabad,624717
3370,Systech International,Data Engineer,1,Hyderabad,433296
3371,Kagool,Data Engineer,1,Hyderabad,321876
3372,Aeries Technology,Data Engineer,1,Hyderabad,1410268
3373,Hexaware Technologies,Data Engineer,1,Hyderabad,1145314
3374,SID Computer Group,Data Engineer,1,Hyderabad,104295
3375,Klaxon India Private Limited,Data Engineer,1,Hyderabad,1074883
3376,Diagonal Software,Data Engineer,1,Hyderabad,616428
3377,Tech Data,Data Engineer,1,Hyderabad,621588
3378,Verizon,Data Engineer,1,Hyderabad,1020348
3379,KOGENTiX,Data Engineer,1,Hyderabad,764702
3380,Mantra Technologies (India),Data Engineer,1,Hyderabad,312884
3381,Microsoft,Data Engineer,1,Hyderabad,2063316
3382,ZSoft Technology Service,Data Engineer,1,Hyderabad,642103
3383,Kantar (Worldpanel Division),Data Engineer,1,Hyderabad,733769
3384,PwC,Data Engineer,1,Hyderabad,1200000
3385,Freemans Grattan Holdings,Data Engineer,1,Hyderabad,858429
3386,Wells Fargo,Data Engineer,1,Hyderabad,929931
3387,Franklin Templeton Investments,Data Engineer,1,Hyderabad,3054284
3388,Altimetrik,Data Engineer,1,Hyderabad,1572363
3389,Bullhorn,Data Engineer,1,Hyderabad,1030115
3390,Kantar,Data Engineer,1,Hyderabad,814476
3391,DataFactZ,Data Engineer,1,Hyderabad,628944
3392,Zenoti,Data Engineer,1,Hyderabad,1792230
3393,Tableau Software,Data Engineer,1,Hyderabad,510000
3394,Zen3 Info Solutions,Data Engineer,1,Hyderabad,3387921
3395,UXLI,Data Engineer,1,Hyderabad,932376
3396,Computer Generated Solutions,Data Engineer,1,Hyderabad,838593
3397,Dell Technologies,Data Engineer,1,Hyderabad,800000
3398,GSPANN Technologies,Data Engineer,1,Hyderabad,803907
3399,Gap,Data Engineer,1,Hyderabad,279976
3400,Technovert,Data Engineer,1,Hyderabad,183252
3401,Aptus Data Labs,Data Engineer,1,Hyderabad,930041
3402,Procter & Gamble,Data Engineer,1,Hyderabad,2576614
3403,Amnet Digital,Data Engineer,1,Hyderabad,1119904
3404,DataKare Solutions,Data Engineer,1,Hyderabad,391540
3405,2COMS,Data Engineer,1,Hyderabad,725546
3406,Wipro,Data Engineer,1,Hyderabad,604401
3407,Cognizant Technology Solutions,Data Engineer,1,Hyderabad,119040000
3408,EPAM,Data Engineer,1,Hyderabad,1115191
3409,Indium Software,Data Engineer,1,Hyderabad,340008
3410,Gap Inc.,Data Engineer,1,Hyderabad,930041
3411,ICICI Bank,Data Engineer,1,Hyderabad,681900
3412,Agile CRM,Data Engineer,1,Hyderabad,312884
3413,Siddharth Technologies,Data Engineer,1,Hyderabad,503667
3414,infrasoft technologies,Data Engineer,1,Hyderabad,580000
3415,Collins Aerospace,Data Engineer,1,Hyderabad,575000
3416,TEKsystems,Data Engineer,1,Hyderabad,904395
3417,NTT DATA,Data Engineer,1,Hyderabad,123455
3418,Aspion Technologies,Data Engineer,1,Hyderabad,661762
3419,Cognizant Technology Solutions,Data Engineer,1,Hyderabad,62270800
3420,XYZ (Turkey),Data Engineer,1,Hyderabad,3000000
3421,WE 4 IT Services,Data Engineer,1,Hyderabad,482344
3422,ProArch,Data Engineer,1,Hyderabad,1251537
3423,Google,Data Engineer,1,Hyderabad,450000
3424,PepsiCo,Data Engineer,1,Hyderabad,1210770
3425,Novartis,Data Engineer,1,Hyderabad,308220
3426,University of Hyderabad,Data Engineer,1,Hyderabad,667797
3427,rvdfgdfvd,Data Engineer,1,Hyderabad,433128
3428,IdeaSpark,Data Engineer,1,Hyderabad,1016376
3429,ITC Infotech,Data Engineer,1,Hyderabad,1340000
3430,CGI,Data Engineer,1,Hyderabad,244344
3431,Persistent Systems,Data Engineer,1,Hyderabad,497268
3432,PrimEra Medical Technologies,Data Engineer,1,Hyderabad,500000
3433,BizViz Technologies,Data Engineer,1,Hyderabad,507118
3434,Croyant Software Technologies,Data Engineer,1,Hyderabad,621583
3435,Tata Consultancy Services,Data Engineer,1,Hyderabad,353144
3436,Tiger Analytics,Data Engineer,1,Hyderabad,1513462
3437,Ramesh Tondon,Data Engineer,1,Hyderabad,564000
3438,Neudesic,Data Engineer,1,Hyderabad,1611735
3439,AROHA TECHNOLOGIES,Data Engineer,1,Hyderabad,621588
3440,Zen3 Infosolutions,Data Engineer,1,Hyderabad,1035971
3441,Gramener,Data Engineer,1,Hyderabad,1553957
3442,ServiceNow,Data Engineer,1,Hyderabad,33792996.24
3443,Google,Data Engineer,1,Hyderabad,2239808
3444,HSB Group,Data Engineer,1,Hyderabad,515829
3445,Joany,Data Engineer,1,Hyderabad,259536
3446,SAAS Staffing Solutions,Data Engineer,1,Hyderabad,429214
3447,Apple,Data Engineer,1,Hyderabad,1472350
3448,Salesforce,Data Engineer,1,Hyderabad,1008975
3449,CoreCompete,Data Engineer,1,Hyderabad,1191367
3450,Dataflix,Data Engineer,1,Hyderabad,361758
3451,Avnitr,Data Engineer,1,Hyderabad,564313
3452,Codecsoft IT Services,Data Engineer,1,Hyderabad,628945
3453,Byteridge Software,Data Engineer,1,Hyderabad,1500000
3454,Landmark IT Solutions,Data Engineer,1,Hyderabad,1562895
3455,DBS Asia Hub 2,Data Engineer,1,Hyderabad,854151
3456,IBM,Data Engineer,1,Hyderabad,120000
3457,PayPal,Data Engineer,1,Hyderabad,1035971
3458,Tata Consultancy Services,Data Engineer,22,New Delhi,649541
3459,IBM,Data Engineer,10,New Delhi,601475
3460,dunnhumby,Data Engineer,8,New Delhi,1320578
3461,Amazon,Data Engineer,7,New Delhi,1115191
3462,LTI,Data Engineer,7,New Delhi,502442
3463,Paytm,Data Engineer,7,New Delhi,1196790
3464,Genpact,Data Engineer,5,New Delhi,381786
3465,NCR,Data Engineer,5,New Delhi,625768
3466,Decision Point,Data Engineer,4,New Delhi,430538
3467,Coforge,Data Engineer,4,New Delhi,1555930
3468,Lumiq (India),Data Engineer,4,New Delhi,501180
3469,Fractal,Data Engineer,4,New Delhi,1165059
3470,NatWest Group,Data Engineer,4,New Delhi,3141490
3471,Ameriprise,Data Engineer,4,New Delhi,813912
3472,Intelegencia,Data Engineer,3,New Delhi,870393
3473,MakeMyTrip,Data Engineer,3,New Delhi,1204567
3474,Capgemini,Data Engineer,3,New Delhi,1200000
3475,Innovaccer,Data Engineer,3,New Delhi,447475
3476,nThrive,Data Engineer,3,New Delhi,837753
3477,OYO,Data Engineer,3,New Delhi,1100000
3478,Nokia,Data Engineer,3,New Delhi,1000000
3479,Elucidata (MA),Data Engineer,3,New Delhi,690356
3480,Mastercard,Data Engineer,3,New Delhi,1648788
3481,EXL Service,Data Engineer,3,New Delhi,644930
3482,Optum,Data Engineer,3,New Delhi,1108068
3483,Nagarro,Data Engineer,2,New Delhi,526709
3484,UnitedHealth Group,Data Engineer,2,New Delhi,947195
3485,ZS Associates,Data Engineer,2,New Delhi,883697
3486,Skuad,Data Engineer,2,New Delhi,585269
3487,ABC,Data Engineer,2,New Delhi,692532
3488,Webhelp,Data Engineer,2,New Delhi,916326
3489,Atlan,Data Engineer,2,New Delhi,1331269
3490,Lumen,Data Engineer,2,New Delhi,699469
3491,Zomato,Data Engineer,2,New Delhi,3162981
3492,Optum Global Solutions,Data Engineer,2,New Delhi,986536
3493,Octro,Data Engineer,2,New Delhi,856020
3494,MapmyIndia,Data Engineer,2,New Delhi,270780
3495,Fidelity Investments,Data Engineer,2,New Delhi,1062087
3496,IHS Markit,Data Engineer,2,New Delhi,917271
3497,Evalueserve,Data Engineer,2,New Delhi,838524
3498,Tokopedia,Data Engineer,2,New Delhi,1364409
3499,Freelancer,Data Engineer,2,New Delhi,1271011
3500,Axtria,Data Engineer,2,New Delhi,470004
3501,TO THE NEW,Data Engineer,2,New Delhi,641374
3502,Q3 Technologies,Data Engineer,2,New Delhi,759321
3503,Urban Company,Data Engineer,2,New Delhi,1589903
3504,Maven Wave Partners,Data Engineer,2,New Delhi,1377267
3505,HCL Technologies,Data Engineer,2,New Delhi,358214
3506,Accenture,Data Engineer,2,New Delhi,972097
3507,Tech Mahindra,Data Engineer,2,New Delhi,540800
3508,Cognizant Technology Solutions,Data Engineer,2,New Delhi,909909
3509,Google,Data Engineer,2,New Delhi,736515
3510,Confidential,Data Engineer,1,New Delhi,7631058.72
3511,Guardian Life,Data Engineer,1,New Delhi,518827
3512,Busigence Technologies,Data Engineer,1,New Delhi,463788
3513,Inference Labs,Data Engineer,1,New Delhi,677584
3514,Tata Consultancy Services (North America),Data Engineer,1,New Delhi,101809
3515,Ankaha,Data Engineer,1,New Delhi,450000
3516,Innovaccer,Data Engineer,1,New Delhi,443306
3517,Delhivery,Data Engineer,1,New Delhi,1412565
3518,CTU,Data Engineer,1,New Delhi,540276
3519,MediaAgility,Data Engineer,1,New Delhi,458143
3520,CloudPrisma,Data Engineer,1,New Delhi,361764
3521,Bank of America,Data Engineer,1,New Delhi,1507325
3522,Adglobal360,Data Engineer,1,New Delhi,1069128
3523,PYRO,Data Engineer,1,New Delhi,127452
3524,Hexaware Technologies,Data Engineer,1,New Delhi,735792
3525,Advanced Infrastructure Engineering,Data Engineer,1,New Delhi,363228
3526,Gartner,Data Engineer,1,New Delhi,624717
3527,LUMIQ,Data Engineer,1,New Delhi,322465
3528,i2e Consulting,Data Engineer,1,New Delhi,1044468
3529,AI Touch,Data Engineer,1,New Delhi,181620
3530,S&P Global,Data Engineer,1,New Delhi,1230555
3531,Valiance Solutions,Data Engineer,1,New Delhi,1210776
3532,Unified Healthcare Group,Data Engineer,1,New Delhi,844641
3533,MedTourEasy,Data Engineer,1,New Delhi,149932
3534,Rahul Infotech,Data Engineer,1,New Delhi,400000
3535,American Management Association,Data Engineer,1,New Delhi,566052
3536,PwC,Data Engineer,1,New Delhi,367195
3537,Ericsson IT Solutions & Services,Data Engineer,1,New Delhi,1527142
3538,Faintel,Data Engineer,1,New Delhi,180876
3539,Essentia SoftServ,Data Engineer,1,New Delhi,240000
3540,Concirrus,Data Engineer,1,New Delhi,620027
3541,Software Data (India),Data Engineer,1,New Delhi,509047
3542,naidu,Data Engineer,1,New Delhi,1257890
3543,Atlan,Data Engineer,1,New Delhi,213408
3544,Capgemini Invent,Data Engineer,1,New Delhi,1243164
3545,Marks & Spencer,Data Engineer,1,New Delhi,828777
3546,ParallelDots,Data Engineer,1,New Delhi,588636
3547,Josh Technology Group,Data Engineer,1,New Delhi,722161
3548,Team Computers,Data Engineer,1,New Delhi,423080
3549,OLX Group,Data Engineer,1,New Delhi,3644181
3550,Baker Hughes,Data Engineer,1,New Delhi,169396
3551,Deloitte,Data Engineer,1,New Delhi,1004884
3552,Incubit,Data Engineer,1,New Delhi,2452654
3553,Saurav pandey,Data Engineer,1,New Delhi,800000
3554,McKinsey Knowledge Center,Data Engineer,1,New Delhi,1665911
3555,Anonymous Content,Data Engineer,1,New Delhi,461956
3556,RiM LaS,Data Engineer,1,New Delhi,308214
3557,Waqar Ahmed,Data Engineer,1,New Delhi,100000
3558,STMicroelectronics,Data Engineer,1,New Delhi,374830
3559,PeopleStrong Technologies,Data Engineer,1,New Delhi,82037
3560,Snapdeal,Data Engineer,1,New Delhi,1230555
3561,MothersonSumi INfotech and Designs,Data Engineer,1,New Delhi,775034
3562,Bäckerei-Conditorei Fleischli,Data Engineer,1,New Delhi,1242238
3563,Impressico Business Solutions,Data Engineer,1,New Delhi,602930
3564,Connaizen Software,Data Engineer,1,New Delhi,2265784
3565,Olcademy,Data Engineer,1,New Delhi,204000
3566,NLB Services,Data Engineer,1,New Delhi,1808796
3567,HT Media,Data Engineer,1,New Delhi,602928
3568,RedCarpet,Data Engineer,1,New Delhi,223812
3569,Chandigarh Group,Data Engineer,1,New Delhi,205476
3570,Bobble Keyboard,Data Engineer,1,New Delhi,104295
3571,Beam Suntory,Data Engineer,1,New Delhi,1478425
3572,Super Highway Labs,Data Engineer,1,New Delhi,3665141
3573,Yogesh Chandra Pant,Data Engineer,1,New Delhi,618387
3574,GNA Serveis Telemàtics,Data Engineer,1,New Delhi,573621
3575,ASSAD,Data Engineer,1,New Delhi,517986
3576,American Express,Data Engineer,1,New Delhi,1600000
3577,ABC Supply Co.,Data Engineer,1,New Delhi,524121
3578,DXC Technology,Data Engineer,1,New Delhi,904395
3579,Analytics Vidhya,Data Engineer,1,New Delhi,1513955
3580,Konkasoft,Data Engineer,1,New Delhi,100488
3581,Unifytech,Data Engineer,1,New Delhi,1129307
3582,J.P. Morgan,Data Engineer,1,New Delhi,1221714
3583,EY,Data Engineer,1,New Delhi,469612
3584,Boston Scientific,Data Engineer,1,New Delhi,2707106
3585,Tech Data,Data Engineer,1,New Delhi,361764
3586,Gemini Solutions,Data Engineer,1,New Delhi,904395
3587,Sharda University,Data Engineer,1,New Delhi,145296
3588,FDS,Data Engineer,1,New Delhi,1200000
3589,Gemini Solutions,Data Engineer,1,New Delhi,180000
3590,Fresherworld.com,Data Engineer,1,New Delhi,351709
3591,hvjhv,Data Engineer,1,New Delhi,814476
3592,PlaySimple Games,Data Engineer,1,New Delhi,240000
3593,Goals101,Data Engineer,1,New Delhi,1541071
3594,Wipro Digital,Data Engineer,1,New Delhi,862674
3595,Dell Technologies,Data Engineer,1,New Delhi,2000000
3596,Atos-Syntel,Data Engineer,1,New Delhi,938347
3597,Datopic,Data Engineer,1,New Delhi,735350
3598,Publicis Sapient,Data Engineer,1,New Delhi,2500000
3599,Adobe,Data Engineer,1,New Delhi,413830
3600,Anonymous,Data Engineer,1,New Delhi,402934
3601,Dew Solutions,Data Engineer,1,New Delhi,1489702
3602,Xceedance,Data Engineer,1,New Delhi,1506828
3603,LinkedIn,Data Engineer,1,New Delhi,1288344
3604,Prateek Mishra,Data Engineer,1,New Delhi,375456
3605,DAAS Labs,Data Engineer,1,New Delhi,375456
3606,IFI Techsolutions,Data Engineer,1,New Delhi,300000
3607,TEKsystems,Data Engineer,1,New Delhi,1643809
3608,Flipkart,Data Engineer,1,New Delhi,967394
3609,Northcorp Software,Data Engineer,1,New Delhi,278976
3610,None of Your Business Boutique,Data Engineer,1,New Delhi,2452654
3611,Asian Oilfield Services,Data Engineer,1,New Delhi,2207388
3612,HARMAN,Data Engineer,1,New Delhi,1628952
3613,Sama Technology,Data Engineer,1,New Delhi,2210744
3614,Srijan Technologies,Data Engineer,1,New Delhi,864369
3615,IndiaLends,Data Engineer,1,New Delhi,373260
3616,Diverse Lynx,Data Engineer,1,New Delhi,1074883
3617,Rackspace Technology,Data Engineer,1,New Delhi,1547487
3618,Metaswitch,Data Engineer,1,New Delhi,33120
3619,Absolutdata,Data Engineer,1,New Delhi,521474
3620,Coforge Senior,Data Engineer,17,New Delhi,1476259
3621,Quantiphi,Data Engineer,40,Mumbai,730063
3622,LTI,Data Engineer,33,Mumbai,500000
3623,Tata Consultancy Services,Data Engineer,19,Mumbai,500000
3624,Jio,Data Engineer,9,Mumbai,530128
3625,Fractal,Data Engineer,7,Mumbai,1100000
3626,Accenture,Data Engineer,7,Mumbai,630000
3627,Mactores,Data Engineer,5,Mumbai,542342
3628,Capgemini,Data Engineer,5,Mumbai,695747
3629,Deloitte,Data Engineer,4,Mumbai,744034
3630,IBM,Data Engineer,3,Mumbai,1018095
3631,Exponentia DataLabs,Data Engineer,3,Mumbai,621583
3632,Reliance Industries,Data Engineer,3,Mumbai,644930
3633,Morgan Stanley,Data Engineer,2,Mumbai,909682
3634,Bank of America,Data Engineer,2,Mumbai,928488
3635,TCS,Data Engineer,2,Mumbai,459892
3636,PwC,Data Engineer,2,Mumbai,1077564
3637,GEP,Data Engineer,2,Mumbai,1321470
3638,Lumiq (India),Data Engineer,2,Mumbai,795858
3639,IFI Techsolutions,Data Engineer,2,Mumbai,353152
3640,Fresher,Data Engineer,2,Mumbai,362640
3641,Quantiphi,Data Engineer,2,Mumbai,613152
3642,Testbook.com,Data Engineer,2,Mumbai,612517
3643,General Mills,Data Engineer,1,Mumbai,331509
3644,Goldman Sachs,Data Engineer,1,Mumbai,3977066
3645,PayU,Data Engineer,1,Mumbai,515940
3646,Fractal,Data Engineer,1,Mumbai,1230982
3647,Tata Consultancy Services (North America),Data Engineer,1,Mumbai,1000000
3648,TCG DIGITAL,Data Engineer,1,Mumbai,524564
3649,Enovate Skill,Data Engineer,1,Mumbai,106209
3650,DAT Engineering,Data Engineer,1,Mumbai,562248
3651,Team Computers,Data Engineer,1,Mumbai,311052
3652,Fundnel,Data Engineer,1,Mumbai,618995
3653,Mactores,Data Engineer,1,Mumbai,129768
3654,Advisory Board,Data Engineer,1,Mumbai,414388
3655,NGDATA,Data Engineer,1,Mumbai,1555257
3656,Colgate-Palmolive,Data Engineer,1,Mumbai,515940
3657,AmyGB,Data Engineer,1,Mumbai,488208
3658,Sunrise Senior Living,Data Engineer,1,Mumbai,100000
3659,Cogoport,Data Engineer,1,Mumbai,2000000
3660,Cipla,Data Engineer,1,Mumbai,1088000
3661,Quantiphi,Data Engineer,1,Mumbai,276000
3662,Tata Consultancy Services,Data Engineer,1,Mumbai,846156
3663,Christian College of Engineering & Technology (CCET),Data Engineer,1,Mumbai,123286
3664,Course5 Intelligence,Data Engineer,1,Mumbai,154788
3665,TDL,Data Engineer,1,Mumbai,1511001
3666,TeamLease Staffing Solutions,Data Engineer,1,Mumbai,573527
3667,Tata Consultancy Services,Data Engineer,1,Mumbai,234362
3668,Quantiply,Data Engineer,1,Mumbai,908078
3669,ICS Consultancy,Data Engineer,1,Mumbai,1881045
3670,MAERSK,Data Engineer,1,Mumbai,1200000
3671,Larvol Group,Data Engineer,1,Mumbai,947731.2
3672,American Automobile Association (AAA),Data Engineer,1,Mumbai,1139568
3673,Jost Hurler,Data Engineer,1,Mumbai,311051
3674,Vistaar Technologies,Data Engineer,1,Mumbai,618995
3675,i2e Consulting,Data Engineer,1,Mumbai,720000
3676,Bank of America Merrill Lynch,Data Engineer,1,Mumbai,1232857
3677,B&B Analytics,Data Engineer,1,Mumbai,67764
3678,Cuelogic Technologies,Data Engineer,1,Mumbai,1100000
3679,Netcore Solutions,Data Engineer,1,Mumbai,1612324
3680,CitiusTech,Data Engineer,1,Mumbai,1988533
3681,Algo Engines,Data Engineer,1,Mumbai,1200000
3682,Quantcast,Data Engineer,1,Mumbai,2014668
3683,PharmEasy,Data Engineer,1,Mumbai,233580
3684,Bajaj Finance,Data Engineer,1,Mumbai,308220
3685,ZEE5,Data Engineer,1,Mumbai,706283
3686,Naerial Consultancy,Data Engineer,1,Mumbai,1042947
3687,Purplle.com,Data Engineer,1,Mumbai,2014668
3688,Oneture Technologies,Data Engineer,1,Mumbai,1068999
3689,Larsen and toubro e engineering solutions,Data Engineer,1,Mumbai,371400
3690,Liases Foras,Data Engineer,1,Mumbai,305428
3691,Bookmyshow,Data Engineer,1,Mumbai,1237990
3692,Challenger Technologies,Data Engineer,1,Mumbai,108408
3693,At,Data Engineer,1,Mumbai,1016376
3694,Kutumbh Care,Data Engineer,1,Mumbai,311716
3695,Morgan Stanley,Data Engineer,1,Mumbai,981061
3696,Daten & Wissen,Data Engineer,1,Mumbai,385890
3697,Ascent Health & Wellness Solutions,Data Engineer,1,Mumbai,322465
3698,Edwards Lifesciences,Data Engineer,1,Mumbai,1900000
3699,Ugam,Data Engineer,1,Mumbai,502441
3700,Exeliq Consulting,Data Engineer,1,Mumbai,891759
3701,ANB Systems,Data Engineer,1,Mumbai,1500000
3702,Veritas Collaborative,Data Engineer,1,Mumbai,1062087
3703,Celebal Technologies,Data Engineer,1,Mumbai,463374
3704,TCG Digital,Data Engineer,1,Mumbai,520597
3705,Danpal,Data Engineer,1,Mumbai,322077
3706,iPredictt Data Science Labs,Data Engineer,1,Mumbai,708995
3707,FRA,Data Engineer,1,Mumbai,735796
3708,HHH,Data Engineer,1,Mumbai,580440
3709,Javis,Data Engineer,1,Mumbai,1232857
3710,AthenasOwl,Data Engineer,1,Mumbai,1249434
3711,HCL Technologies,Data Engineer,1,Mumbai,321853
3712,Directi,Data Engineer,1,Mumbai,1860082
3713,Course5 Intelligence,Data Engineer,1,Mumbai,4081319.36
3714,ICICI Bank,Data Engineer,1,Mumbai,96000
3715,Ingram Micro,Data Engineer,1,Mumbai,179292
3716,Aays Analytics,Data Engineer,1,Mumbai,894346
3717,Priceline.com,Data Engineer,1,Mumbai,2540253
3718,KIT,Data Engineer,1,Mumbai,308220
3719,Bizongo,Data Engineer,1,Mumbai,2597406
3720,Bewakoof Brands,Data Engineer,1,Mumbai,932374
3721,Nikhil Analytics,Data Engineer,1,Mumbai,353141
3722,Collinson,Data Engineer,1,Mumbai,1743621
3723,EC-Mobility,Data Engineer,1,Mumbai,184932
3724,Simple Logic IT,Data Engineer,1,Mumbai,301464
3725,Muoro,Data Engineer,1,Mumbai,964692
3726,Kiara Automotora,Data Engineer,1,Mumbai,633480
3727,Seernet Technologies,Data Engineer,1,Mumbai,3123584
3728,Axis Bank,Data Engineer,1,Mumbai,602928
3729,The Jaypee Group,Data Engineer,1,Mumbai,725787
3730,PayNearby,Data Engineer,1,Mumbai,650000
3731,Anand Rathi,Data Engineer,1,Mumbai,1095095
3732,Google,Data Engineer,1,Mumbai,725787
3733,Joulon,Data Engineer,1,Mumbai,322464
3734,Numer8,Data Engineer,1,Mumbai,128988
3735,Digihealth,Data Engineer,1,Mumbai,234082
3736,Nomura Holdings,Data Engineer,1,Mumbai,503667
3737,Episource,Data Engineer,1,Mumbai,1090171
3738,Teradata,Data Engineer,1,Mumbai,1561792
3739,Endurance International Group,Data Engineer,1,Mumbai,3108546
3740,Craftsvilla.com,Data Engineer,1,Mumbai,1953624
3741,Optum,Data Engineer,1,Mumbai,908078
3742,Dream11,Data Engineer,1,Mumbai,2009767
3743,Quantiphi Senior,Data Engineer,15,Mumbai,1080000
3744,LTI Senior,Data Engineer,12,Mumbai,886686
3745,Fractal Senior,Data Engineer,7,Mumbai,2051223
3746,Fractal Big,Data Engineer,7,Mumbai,865380
3747,Tata Consultancy Services Big,Data Engineer,5,Mumbai,550000
3748,Quantiphi,Machine Learning Engineer,28,Bangalore,875066
3749,Tata Consultancy Services,Machine Learning Engineer,9,Bangalore,490531
3750,Accenture,Machine Learning Engineer,5,Bangalore,748712
3751,Amazon,Machine Learning Engineer,4,Bangalore,1525549
3752,Intel Corporation,Machine Learning Engineer,4,Bangalore,625152
3753,First Student,Machine Learning Engineer,3,Bangalore,369852
3754,Google,Machine Learning Engineer,3,Bangalore,1244206
3755,Ignitarium Technology Solutions,Machine Learning Engineer,3,Bangalore,730063
3756,Infosys,Machine Learning Engineer,2,Bangalore,832266
3757,Wipro,Machine Learning Engineer,2,Bangalore,783333
3758,HCL Technologies,Machine Learning Engineer,2,Bangalore,1193616
3759,Deloitte,Machine Learning Engineer,2,Bangalore,1088590
3760,Oracle,Machine Learning Engineer,2,Bangalore,931048
3761,Fresher,Machine Learning Engineer,2,Bangalore,363036
3762,Microsoft,Machine Learning Engineer,2,Bangalore,2340910
3763,Wipro Technologies,Machine Learning Engineer,2,Bangalore,575209
3764,Mercedes-Benz Research and Development India,Machine Learning Engineer,2,Bangalore,1521127
3765,Continental,Machine Learning Engineer,2,Bangalore,589116
3766,Subex,Machine Learning Engineer,2,Bangalore,927200
3767,Text Mercato,Machine Learning Engineer,2,Bangalore,338722
3768,HyperVerge,Machine Learning Engineer,2,Bangalore,1168458
3769,Quale Infotech,Machine Learning Engineer,2,Bangalore,665000
3770,BlueOptima,Machine Learning Engineer,2,Bangalore,1180965
3771,Sixth Energy Technologies,Machine Learning Engineer,2,Bangalore,310014
3772,Qualitas Technologies,Machine Learning Engineer,2,Bangalore,562103
3773,Graphene (Singapore),Machine Learning Engineer,2,Bangalore,991010
3774,NewSpace Research and Technologies,Machine Learning Engineer,2,Bangalore,1000000
3775,Uncanny Vision,Machine Learning Engineer,2,Bangalore,984047
3776,Openstream,Machine Learning Engineer,2,Bangalore,551847
3777,Avaamo,Machine Learning Engineer,2,Bangalore,2452646
3778,Lucida Technologies,Machine Learning Engineer,2,Bangalore,636937
3779,The Alacer Group,Machine Learning Engineer,2,Bangalore,1515264
3780,IceCream Labs,Machine Learning Engineer,2,Bangalore,1027889
3781,Digital Aristotle,Machine Learning Engineer,2,Bangalore,1012824
